type,fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label
white,7.3,0.35,1.5,29.0,108.0,0.99342,0.16,0.036,0.51,3.27,10.2,1
white,6.4,0.37,1.5,27.0,109.0,0.99345,0.16,0.037,0.5,3.38,9.8,1
white,6.6,0.13,12.8,26.0,158.0,0.99772,0.42,0.044,0.47,3.24,9.0,0
white,5.8,0.12,1.6,57.0,163.0,0.99239,0.3,0.036,0.59,3.38,10.5,1
white,6.7,0.27,7.1,8.0,178.0,0.99502,0.54,0.049,0.38,3.16,9.4,0
white,6.7,0.27,7.1,8.0,178.0,0.99502,0.54,0.049,0.38,3.16,9.4,0
white,6.4,0.3,11.2,53.0,149.0,0.99479,0.22,0.046,0.34,3.21,10.8,0
white,6.8,0.3,1.7,19.0,95.0,0.99207,0.23,0.043,0.46,3.17,10.7,1
white,9.0,0.34,6.7,21.0,162.0,0.99497,0.26,0.029,0.5,3.08,10.6,1
white,6.5,0.25,17.3,15.0,110.0,0.99828,0.23,0.046,0.42,3.15,9.2,1
white,5.9,0.14,8.6,30.0,142.0,0.99542,0.28,0.032,0.44,3.28,9.5,1
white,5.9,0.14,8.6,30.0,142.0,0.99542,0.28,0.032,0.44,3.28,9.5,1
white,6.2,0.18,1.5,20.0,111.0,0.99228,0.27,0.028,0.5,3.41,10.0,0
white,9.0,0.34,12.1,34.0,177.0,0.99706,0.29,0.03,0.47,3.13,10.6,0
white,9.0,0.34,6.7,21.0,162.0,0.99497,0.26,0.029,0.5,3.08,10.6,1
white,8.9,0.34,10.7,19.5,166.0,0.99669,0.27,0.029,0.48,3.13,10.6,0
white,6.5,0.25,17.3,15.0,110.0,0.99828,0.23,0.046,0.42,3.15,9.2,1
white,6.9,0.3,1.8,28.0,117.0,0.99269,0.32,0.036,0.48,3.24,11.0,1
white,7.2,0.24,1.4,17.0,159.0,0.99196,0.22,0.041,0.53,3.25,11.2,1
white,6.7,0.38,7.5,26.0,175.0,0.99662,0.5,0.046,0.54,3.32,9.6,0
white,6.2,0.14,4.8,27.0,128.0,0.99475,0.33,0.052,0.48,3.21,9.4,0
white,6.3,0.42,7.1,62.0,209.0,0.99544,0.26,0.045,0.53,3.2,9.5,1
white,7.5,0.47,16.9,51.0,188.0,0.99944,0.2,0.052,0.62,3.09,9.3,0
white,6.2,0.14,4.8,27.0,128.0,0.99475,0.33,0.052,0.48,3.21,9.4,0
white,6.3,0.42,7.1,62.0,209.0,0.99544,0.26,0.045,0.53,3.2,9.5,1
white,6.6,0.52,11.3,8.0,110.0,0.9966,0.36,0.046,0.46,3.07,9.4,0
white,6.3,0.42,1.1,63.0,146.0,0.99066,0.13,0.043,0.72,3.13,11.2,1
white,6.4,0.44,1.2,67.0,150.0,0.9907,0.15,0.043,0.73,3.14,11.2,1
white,6.3,0.42,1.1,63.0,146.0,0.99066,0.13,0.043,0.72,3.13,11.2,1
white,7.6,0.64,12.9,54.0,170.0,0.998,0.23,0.033,0.53,3.0,8.8,0
white,6.4,0.44,1.2,67.0,150.0,0.9907,0.15,0.043,0.73,3.14,11.2,1
white,6.3,0.42,1.1,63.0,146.0,0.99066,0.13,0.043,0.72,3.13,11.2,1
white,5.7,0.65,1.2,17.0,137.0,0.99307,0.255,0.079,0.42,3.2,9.4,0
white,6.9,0.26,2.3,11.0,103.0,0.99106,0.32,0.03,0.42,3.06,11.1,1
white,6.9,0.22,10.0,36.0,131.0,0.99696,0.28,0.052,0.46,3.08,9.6,0
white,6.9,0.26,2.3,11.0,103.0,0.99106,0.32,0.03,0.42,3.06,11.1,1
white,5.7,0.65,1.2,17.0,137.0,0.99307,0.255,0.079,0.42,3.2,9.4,0
white,6.6,0.16,1.4,28.0,160.0,0.99167,0.41,0.037,0.45,2.95,10.6,1
white,7.3,0.16,14.9,59.0,240.0,0.99902,0.37,0.048,0.45,3.13,8.9,0
white,6.9,0.24,1.8,17.0,80.0,0.98992,0.21,0.021,0.46,3.15,12.3,1
white,6.6,0.28,1.8,39.0,132.0,0.99182,0.24,0.028,0.46,3.34,11.4,0
white,6.8,0.36,7.0,60.0,207.0,0.99556,0.28,0.043,0.49,3.16,9.6,1
white,6.6,0.24,8.6,25.0,135.0,0.99582,0.24,0.034,0.59,3.33,10.3,1
white,6.6,0.28,1.8,39.0,132.0,0.99182,0.24,0.028,0.46,3.34,11.4,0
white,7.0,0.32,1.1,29.0,80.0,0.98972,0.16,0.032,0.36,3.23,12.1,1
white,7.0,0.28,1.3,10.0,56.0,0.99352,0.14,0.026,0.45,3.46,9.9,0
white,6.3,0.36,4.9,31.0,185.0,0.9946,0.34,0.035,0.49,3.15,9.7,0
white,6.8,0.24,1.9,70.0,154.0,0.99273,0.26,0.043,0.52,3.18,10.5,0
white,6.7,0.42,10.4,85.0,182.0,0.99628,0.17,0.038,0.44,3.04,8.9,1
white,6.5,0.4,10.0,74.0,227.0,0.99582,0.27,0.039,0.5,3.18,9.4,0
white,6.7,0.36,8.6,63.0,206.0,0.99553,0.25,0.037,0.5,3.18,9.6,0
white,5.8,0.27,1.7,45.0,104.0,0.98914,0.3,0.014,0.56,3.4,12.6,1
white,6.4,0.56,1.7,49.0,106.0,0.99354,0.28,0.156,0.37,3.1,9.2,1
white,7.7,0.26,18.95,36.0,174.0,0.99976,0.3,0.053,0.5,3.2,10.4,0
white,6.8,0.3,12.8,19.0,171.0,0.99808,0.18,0.062,0.52,3.0,9.0,1
white,6.8,0.3,12.8,19.0,171.0,0.99808,0.18,0.062,0.52,3.0,9.0,1
white,6.8,0.3,12.8,19.0,171.0,0.99808,0.18,0.062,0.52,3.0,9.0,1
white,6.8,0.3,12.8,19.0,171.0,0.99808,0.18,0.062,0.52,3.0,9.0,1
white,6.8,0.3,12.8,19.0,171.0,0.99808,0.18,0.062,0.52,3.0,9.0,1
white,6.8,0.3,12.8,19.0,171.0,0.99808,0.18,0.062,0.52,3.0,9.0,1
white,5.1,0.25,0.7,15.0,89.0,0.9919,0.14,0.039,0.43,3.22,9.2,1
white,6.8,0.3,12.8,19.0,171.0,0.99808,0.18,0.062,0.52,3.0,9.0,1
white,7.2,0.1,1.4,25.0,154.0,0.99499,0.615,0.068,0.48,3.2,9.7,0
white,6.9,0.28,13.3,47.0,132.0,0.99655,0.13,0.05,0.42,3.34,10.1,1
white,6.7,0.3,8.5,24.0,152.0,0.99615,0.34,0.059,0.64,3.46,11.0,1
white,7.3,0.29,1.5,32.0,144.0,0.99296,0.32,0.038,0.55,3.2,10.8,0
white,6.3,0.29,11.7,49.0,147.0,0.99482,0.21,0.048,0.38,3.22,10.8,0
white,5.4,0.13,5.0,12.0,107.0,0.99079,0.5,0.028,0.88,3.48,13.5,1
white,8.2,0.34,1.2,18.0,167.0,0.99366,0.52,0.042,0.39,3.24,10.6,0
white,7.8,0.31,2.1,28.0,208.0,0.99434,0.28,0.046,0.64,3.23,9.8,0
white,6.4,0.34,1.4,56.0,115.0,0.98958,0.22,0.023,0.7,3.18,11.7,1
white,7.8,0.31,2.1,28.0,208.0,0.99434,0.28,0.046,0.64,3.23,9.8,0
white,6.9,0.27,16.0,58.0,185.0,0.99938,0.32,0.034,0.6,3.34,9.0,1
white,6.8,0.42,1.1,51.0,132.0,0.99059,0.11,0.042,0.74,3.18,11.3,1
white,6.2,0.32,15.3,64.0,185.0,0.99835,0.26,0.031,0.61,3.31,9.4,0
white,6.4,0.34,1.4,56.0,115.0,0.98958,0.22,0.023,0.7,3.18,11.7,1
white,6.7,0.29,2.8,37.0,107.0,0.99159,0.3,0.025,0.63,3.31,11.3,1
white,6.7,0.29,2.8,37.0,107.0,0.99159,0.3,0.025,0.63,3.31,11.3,1
white,7.1,0.3,0.9,4.0,28.0,0.98931,0.2,0.019,0.36,3.2,12.0,1
white,7.2,0.36,2.5,22.0,157.0,0.9938,0.2,0.028,0.49,3.48,10.6,1
white,8.9,0.33,8.1,47.0,202.0,0.99558,0.26,0.024,0.46,3.13,10.8,1
white,7.5,0.32,8.2,53.0,209.0,0.99563,0.25,0.024,0.46,3.12,10.8,1
white,7.1,0.3,0.9,4.0,28.0,0.98931,0.2,0.019,0.36,3.2,12.0,1
white,6.3,0.46,11.1,44.0,177.0,0.99691,0.27,0.053,0.67,3.18,9.4,0
white,6.5,0.39,7.8,61.0,219.0,0.9959,0.3,0.038,0.5,3.19,9.4,0
white,6.7,0.29,2.8,37.0,107.0,0.99159,0.3,0.025,0.63,3.31,11.3,1
white,6.6,0.52,10.1,29.0,140.0,0.99628,0.36,0.05,0.4,3.07,9.4,0
white,6.15,0.37,3.2,20.0,80.0,0.99076,0.21,0.021,0.47,3.39,12.0,0
white,6.5,0.41,14.2,47.0,129.0,0.99678,0.18,0.039,0.72,3.28,10.3,1
white,6.5,0.41,14.2,47.0,129.0,0.99678,0.18,0.039,0.72,3.28,10.3,1
white,6.5,0.41,14.2,47.0,129.0,0.99678,0.18,0.039,0.72,3.28,10.3,1
white,6.6,0.21,2.9,48.0,126.0,0.99089,0.26,0.026,0.38,3.22,11.3,1
white,6.6,0.35,6.0,31.0,150.0,0.99537,0.35,0.063,0.47,3.1,9.4,1
white,6.5,0.28,20.4,40.0,144.0,1.0002,0.28,0.041,0.38,3.14,8.7,0
white,6.6,0.52,10.1,29.0,140.0,0.99628,0.36,0.05,0.4,3.07,9.4,0
white,6.6,0.21,2.9,48.0,126.0,0.99089,0.26,0.026,0.38,3.22,11.3,1
white,6.5,0.41,14.2,47.0,129.0,0.99678,0.18,0.039,0.72,3.28,10.3,1
white,6.15,0.37,3.2,20.0,80.0,0.99076,0.21,0.021,0.47,3.39,12.0,0
white,4.5,0.21,0.95,89.0,159.0,0.99332,0.19,0.033,0.42,3.34,8.0,0
white,8.0,0.26,1.7,36.0,136.0,0.99316,0.24,0.033,0.51,3.44,10.4,1
white,7.8,0.23,1.7,39.0,128.0,0.99272,0.17,0.029,0.41,3.37,10.7,1
white,7.0,0.24,9.0,42.0,219.0,0.99636,0.24,0.03,0.46,3.47,10.2,1
white,5.8,0.0,1.3,72.0,197.0,0.99202,0.6,0.044,0.43,3.56,10.9,0
white,5.9,0.26,1.4,23.0,109.0,0.99148,0.445,0.027,0.36,3.3,10.5,1
white,6.7,0.28,2.4,36.0,100.0,0.99064,0.28,0.012,0.39,3.26,11.7,1
white,6.8,0.2,16.0,61.0,186.0,0.99884,0.44,0.065,0.45,3.13,8.6,0
white,7.2,0.27,11.4,40.0,174.0,0.99773,0.24,0.034,0.44,3.2,9.0,0
white,8.2,0.26,2.1,26.0,87.0,0.98974,0.32,0.062,0.47,3.1,12.8,1
white,7.2,0.27,11.4,40.0,174.0,0.99773,0.24,0.034,0.44,3.2,9.0,0
white,7.5,0.38,1.1,42.0,104.0,0.99112,0.13,0.023,0.53,3.28,11.8,1
white,9.2,0.37,1.1,36.0,84.0,0.99136,0.14,0.034,0.55,3.05,11.6,1
white,7.4,0.37,1.2,28.0,89.0,0.99132,0.2,0.028,0.61,3.14,11.8,1
white,6.1,0.35,15.8,55.0,158.0,0.99642,0.15,0.042,0.37,3.24,10.6,0
white,7.6,0.4,5.2,14.0,91.0,0.99488,0.23,0.066,0.8,3.17,9.7,0
white,8.1,0.22,5.2,24.0,151.0,0.99527,0.33,0.047,0.47,3.22,10.3,0
white,7.15,0.24,9.6,56.0,178.0,0.99578,0.17,0.119,0.44,3.15,10.2,1
white,6.7,0.3,5.2,38.0,113.0,0.99352,0.12,0.048,0.44,3.33,10.1,1
white,5.7,0.36,1.2,9.0,71.0,0.99199,0.18,0.046,0.68,3.7,10.9,1
white,5.8,0.28,0.8,43.0,127.0,0.99198,0.15,0.037,0.51,3.24,9.3,0
white,6.6,0.29,14.45,29.0,144.0,0.99756,0.23,0.057,0.54,3.33,10.2,1
white,7.15,0.24,9.6,56.0,178.0,0.99578,0.17,0.119,0.44,3.15,10.2,1
white,7.0,0.39,6.9,43.0,162.0,0.99561,0.34,0.066,0.53,3.11,9.5,0
white,6.4,0.26,3.4,25.0,146.0,0.99347,0.68,0.069,0.4,3.18,9.3,0
white,7.3,0.31,2.3,45.0,80.0,0.98936,0.22,0.018,0.34,3.06,12.9,1
white,6.4,0.27,11.0,45.0,148.0,0.99786,0.28,0.042,0.46,3.14,8.7,0
white,6.9,0.22,5.95,76.0,303.0,0.99705,0.4,0.081,0.57,3.4,9.4,0
white,6.8,0.23,5.1,71.0,204.0,0.9942,0.19,0.034,0.69,3.23,10.1,0
white,7.1,0.24,5.4,60.0,196.0,0.9948,0.23,0.039,0.78,3.19,10.0,0
white,6.45,0.42,1.2,51.0,129.0,0.99116,0.14,0.05,0.69,3.27,11.1,1
white,6.5,0.44,12.6,65.0,158.0,0.99688,0.15,0.052,0.7,3.26,10.3,1
white,7.1,0.34,1.0,27.0,73.0,0.98974,0.15,0.033,0.41,3.24,12.2,1
white,6.7,0.34,6.6,35.0,156.0,0.99542,0.33,0.067,0.48,3.11,9.3,1
white,7.2,0.26,1.5,46.0,178.0,0.99154,0.3,0.041,0.56,3.19,11.3,1
white,7.0,0.33,1.0,46.0,110.0,0.99118,0.23,0.043,0.65,3.04,10.8,1
white,8.0,0.25,1.1,15.0,86.0,0.99044,0.13,0.033,0.39,2.98,11.2,2
white,6.2,0.34,6.6,36.0,91.0,0.9914,0.21,0.03,0.45,3.32,12.5,1
white,8.3,0.41,8.2,15.0,122.0,0.9979,0.4,0.05,0.49,3.39,9.3,0
white,5.9,0.31,2.0,38.0,142.0,0.98892,0.34,0.03,0.41,3.4,12.9,1
white,6.6,0.25,1.4,21.0,131.0,0.99114,0.12,0.039,0.45,3.2,11.2,1
white,9.6,0.21,2.0,21.0,120.0,0.99188,0.655,0.039,1.0,3.0,12.6,1
white,6.8,0.4,7.5,45.0,179.0,0.99583,0.26,0.046,0.49,3.2,9.3,0
white,5.9,0.31,2.0,38.0,142.0,0.98892,0.34,0.03,0.41,3.4,12.9,1
white,5.9,0.3,2.0,38.0,142.0,0.98892,0.3,0.03,0.41,3.41,12.9,1
white,7.0,0.3,13.3,46.0,120.0,0.99704,0.15,0.049,0.36,3.2,9.5,1
white,7.9,0.31,2.85,5.0,24.0,0.9911,0.37,0.037,0.36,3.19,11.9,1
white,7.2,0.25,5.6,23.0,120.0,0.99334,0.35,0.032,0.66,2.93,10.3,1
white,7.2,0.24,5.6,23.0,120.0,0.99334,0.32,0.033,0.66,2.92,10.3,1
white,7.6,0.33,1.0,33.0,93.0,0.99094,0.1,0.031,0.68,3.06,11.2,1
white,6.2,0.31,3.2,32.0,150.0,0.99014,0.25,0.03,0.31,3.18,12.0,1
white,7.1,0.17,1.0,21.0,144.0,0.99304,0.31,0.042,0.4,3.13,9.6,0
white,7.6,0.28,7.1,29.0,110.0,0.99652,0.18,0.041,0.42,3.2,9.2,1
white,8.0,0.29,2.4,52.0,119.0,0.98944,0.17,0.029,0.33,3.03,12.9,1
white,7.2,0.27,11.2,46.0,149.0,0.99772,0.19,0.061,0.59,2.99,9.3,1
white,7.6,0.25,9.5,15.0,136.0,0.99367,0.32,0.03,0.44,3.1,12.1,1
white,7.1,0.17,1.0,21.0,144.0,0.99304,0.31,0.042,0.4,3.13,9.6,0
white,6.6,0.29,1.8,35.0,128.0,0.99183,0.21,0.026,0.48,3.37,11.2,1
white,7.0,0.36,2.6,28.0,98.0,0.99126,0.16,0.029,0.37,3.11,11.2,1
white,8.0,0.29,2.4,52.0,119.0,0.98944,0.17,0.029,0.33,3.03,12.9,1
white,6.6,0.38,8.0,56.0,187.0,0.99577,0.24,0.042,0.46,3.21,9.2,0
white,7.2,0.27,11.2,46.0,149.0,0.99772,0.19,0.061,0.59,2.99,9.3,1
white,7.6,0.28,7.1,29.0,110.0,0.99652,0.18,0.041,0.42,3.2,9.2,1
white,6.9,0.25,3.3,26.0,124.0,0.99428,0.3,0.041,0.5,3.18,9.3,1
white,6.2,0.27,10.3,26.0,108.0,0.99388,0.28,0.03,0.36,3.2,10.7,1
white,6.9,0.32,1.2,20.0,166.0,0.99208,0.31,0.024,0.54,3.05,9.8,1
white,6.7,0.25,1.6,28.0,143.0,0.99256,0.23,0.036,0.54,3.3,10.3,1
white,6.2,0.27,10.3,26.0,108.0,0.99388,0.28,0.03,0.36,3.2,10.7,1
white,5.7,0.28,9.65,26.0,121.0,0.9925,0.23,0.025,0.38,3.28,11.3,1
white,6.5,0.5,16.4,36.0,182.0,0.99904,0.22,0.048,0.49,3.02,8.8,1
white,7.0,0.37,1.5,16.0,104.0,0.99216,0.18,0.043,0.5,3.18,10.8,0
white,6.9,0.32,1.2,20.0,166.0,0.99208,0.31,0.024,0.54,3.05,9.8,1
white,6.9,0.25,3.3,26.0,124.0,0.99428,0.3,0.041,0.5,3.18,9.3,1
white,6.5,0.31,5.0,15.0,72.0,0.99165,0.46,0.027,0.6,3.26,11.5,1
white,6.5,0.36,16.3,43.0,133.0,0.99924,0.23,0.038,0.41,3.26,8.8,0
white,6.5,0.36,16.3,43.0,133.0,0.99924,0.23,0.038,0.41,3.26,8.8,0
white,6.5,0.36,16.3,43.0,133.0,0.99924,0.23,0.038,0.41,3.26,8.8,0
white,6.6,0.38,6.5,68.0,201.0,0.9956,0.26,0.17,0.38,3.19,9.4,1
white,6.7,0.39,6.4,64.0,200.0,0.99562,0.26,0.171,0.38,3.19,9.4,1
white,7.5,0.39,10.2,59.0,209.0,0.9972,0.28,0.045,0.63,3.16,9.6,1
white,6.5,0.36,16.3,43.0,133.0,0.99924,0.23,0.038,0.41,3.26,8.8,0
white,6.8,0.42,7.4,56.0,189.0,0.9958,0.23,0.044,0.48,3.22,9.3,1
white,7.8,0.34,13.7,66.0,184.0,0.99976,0.25,0.044,0.75,3.22,8.9,0
white,7.8,0.34,13.7,66.0,184.0,0.99976,0.25,0.044,0.75,3.22,8.9,0
white,5.6,0.22,1.3,25.0,155.0,0.99296,0.2,0.049,0.43,3.74,10.0,0
white,6.4,0.44,7.4,47.0,182.0,0.9957,0.21,0.045,0.46,3.24,9.1,0
white,6.8,0.42,7.4,56.0,189.0,0.9958,0.23,0.044,0.48,3.22,9.3,1
white,6.8,0.37,7.45,59.0,188.0,0.99579,0.24,0.043,0.5,3.2,9.4,1
white,7.8,0.28,7.2,46.0,179.0,0.99541,0.25,0.04,0.6,3.14,10.1,1
white,7.8,0.34,13.7,66.0,184.0,0.99976,0.25,0.044,0.75,3.22,8.9,0
white,6.8,0.29,10.4,59.0,143.0,0.99518,0.16,0.046,0.4,3.2,10.8,1
white,5.2,0.29,1.1,18.0,69.0,0.99168,0.28,0.028,0.54,3.24,10.0,1
white,7.5,0.31,6.5,53.0,160.0,0.99276,0.18,0.029,0.38,3.03,10.9,1
white,7.5,0.3,4.6,29.0,92.0,0.99085,0.26,0.027,0.38,3.15,12.0,1
white,8.2,0.64,13.9,22.0,171.0,0.99873,0.37,0.043,0.8,2.99,9.3,0
white,7.6,0.27,5.2,32.0,101.0,0.99172,0.4,0.03,0.62,3.22,12.3,1
white,7.5,0.25,1.7,29.0,129.0,0.99312,0.26,0.038,0.56,3.45,10.4,1
white,7.5,0.31,6.5,53.0,160.0,0.99276,0.18,0.029,0.38,3.03,10.9,1
white,6.9,0.32,16.4,62.0,153.0,0.9972,0.23,0.045,0.42,3.22,10.5,0
white,5.3,0.31,3.6,22.0,91.0,0.99278,0.2,0.036,0.5,3.41,9.8,1
white,6.5,0.31,1.5,34.0,121.0,0.99092,0.17,0.041,0.46,3.06,10.5,1
white,6.5,0.28,12.4,86.0,213.0,0.9962,0.35,0.051,0.51,3.16,9.9,1
white,6.5,0.31,1.7,24.0,79.0,0.99053,0.29,0.035,0.69,3.27,11.4,1
white,6.8,0.22,6.2,41.0,190.0,0.99858,0.3,0.06,0.51,3.18,9.2,0
white,7.9,0.36,6.2,30.0,173.0,0.9984,0.51,0.051,0.53,3.09,9.7,0
white,7.9,0.34,2.6,13.0,135.0,0.99335,0.51,0.049,0.51,3.09,10.0,0
white,6.5,0.31,1.7,24.0,79.0,0.99053,0.29,0.035,0.69,3.27,11.4,1
white,7.1,0.28,9.3,50.0,141.0,0.9949,0.29,0.048,0.49,3.13,10.3,1
white,6.5,0.28,12.4,86.0,213.0,0.9962,0.35,0.051,0.51,3.16,9.9,1
white,6.5,0.31,1.5,34.0,121.0,0.99092,0.17,0.041,0.46,3.06,10.5,1
white,7.4,0.28,9.1,29.0,95.0,0.99532,0.2,0.047,0.47,3.16,9.8,1
white,6.9,0.42,12.0,24.0,131.0,0.99727,0.615,0.067,0.34,3.19,9.3,0
white,6.8,0.28,4.8,25.0,100.0,0.99026,0.32,0.034,0.47,3.08,12.4,1
white,6.3,0.19,12.3,54.0,145.0,0.99668,0.2,0.048,0.42,3.16,9.3,1
white,6.9,0.42,12.0,24.0,131.0,0.99727,0.615,0.067,0.34,3.19,9.3,0
white,8.0,0.28,2.7,49.0,165.0,0.9952,0.23,0.048,0.72,3.26,9.5,1
white,6.7,0.33,3.6,9.0,45.0,0.99144,0.27,0.034,0.4,3.08,10.5,1
white,6.7,0.33,3.6,9.0,45.0,0.99144,0.27,0.034,0.4,3.08,10.5,1
white,6.7,0.22,4.3,19.0,99.0,0.99015,0.44,0.032,0.53,3.26,12.8,1
white,7.0,0.3,1.8,44.0,142.0,0.9914,0.34,0.045,0.45,2.99,10.8,1
white,7.3,0.33,11.8,48.0,127.0,0.99693,0.26,0.057,0.55,3.1,10.0,1
white,5.8,0.34,1.8,96.0,170.0,0.99035,0.17,0.045,0.9,3.38,11.8,2
white,7.3,0.33,11.8,48.0,127.0,0.99693,0.26,0.057,0.55,3.1,10.0,1
white,5.8,0.34,1.8,96.0,170.0,0.99035,0.17,0.045,0.9,3.38,11.8,2
white,6.8,0.36,1.4,38.0,108.0,0.99006,0.17,0.036,0.66,3.19,12.0,1
white,7.1,0.3,6.6,15.0,138.0,0.99126,0.43,0.025,0.46,3.18,12.6,1
white,5.8,0.27,1.55,15.0,70.0,0.98994,0.315,0.026,0.4,3.37,11.9,2
white,5.9,0.28,0.7,5.0,28.0,0.98985,0.17,0.027,0.32,3.13,10.6,0
white,6.6,0.18,6.4,47.0,240.0,0.9971,0.34,0.082,0.48,3.42,9.2,0
white,8.6,0.34,11.8,42.0,240.0,0.99882,0.33,0.059,0.52,3.17,10.0,1
white,5.6,0.26,4.3,18.0,97.0,0.99477,0.12,0.038,0.46,3.36,9.2,0
white,5.8,0.26,5.1,19.0,103.0,0.99478,0.13,0.039,0.47,3.36,9.3,1
white,7.7,0.35,5.8,25.0,144.0,0.99576,0.18,0.055,0.54,3.24,10.2,1
white,7.7,0.36,5.9,25.0,148.0,0.99578,0.16,0.054,0.54,3.25,10.2,1
white,6.0,0.15,1.3,51.0,154.0,0.99354,0.26,0.06,0.51,3.14,8.7,0
white,7.3,0.35,1.4,8.0,163.0,0.99244,0.32,0.05,0.42,3.24,10.7,0
white,7.7,0.34,1.2,4.0,119.0,0.99084,0.3,0.048,0.34,3.18,12.1,1
white,7.9,0.3,7.4,58.0,152.0,0.99612,0.16,0.05,0.37,3.12,9.5,1
white,6.4,0.29,10.8,17.0,118.0,0.99356,0.27,0.028,0.37,3.18,11.2,1
white,6.9,0.37,1.8,36.0,95.0,0.98952,0.16,0.034,0.59,2.93,12.0,1
white,7.9,0.3,7.4,58.0,152.0,0.99612,0.16,0.05,0.37,3.12,9.5,1
white,7.7,0.34,1.2,4.0,119.0,0.99084,0.3,0.048,0.34,3.18,12.1,1
white,7.3,0.35,1.4,8.0,163.0,0.99244,0.32,0.05,0.42,3.24,10.7,0
white,6.4,0.44,14.4,29.0,228.0,0.99955,0.44,0.048,0.54,3.26,8.8,1
white,6.3,0.24,1.7,36.0,135.0,0.99374,0.2,0.052,0.66,3.8,10.8,1
white,6.2,0.32,3.6,39.0,138.0,0.9892,0.29,0.026,0.37,3.31,13.1,1
white,7.6,0.32,3.6,22.0,93.0,0.99144,0.39,0.035,0.6,3.08,12.5,1
white,7.0,0.32,10.05,37.0,131.0,0.99352,0.36,0.045,0.33,3.09,11.7,2
white,7.0,0.32,10.05,37.0,131.0,0.99352,0.36,0.045,0.33,3.09,11.7,2
white,7.0,0.32,10.5,35.0,135.0,0.9935,0.36,0.045,0.33,3.09,11.6,2
white,7.6,0.36,1.9,24.0,111.0,0.99237,0.2,0.043,0.54,3.29,11.3,1
white,7.6,0.32,3.6,22.0,93.0,0.99144,0.39,0.035,0.6,3.08,12.5,1
white,6.7,0.37,1.65,42.0,103.0,0.99022,0.2,0.025,0.45,3.11,11.4,0
white,6.2,0.34,1.9,4.0,117.0,0.99032,0.235,0.036,0.44,3.4,12.2,0
white,7.1,0.31,6.85,32.0,211.0,0.99587,0.2,0.053,0.59,3.31,10.4,1
white,7.1,0.31,7.4,32.0,211.0,0.99587,0.2,0.053,0.59,3.31,10.4,1
white,7.1,0.31,7.4,32.0,211.0,0.99587,0.2,0.053,0.59,3.31,10.4,1
white,6.4,0.25,20.2,35.0,157.0,0.99976,0.24,0.083,0.5,3.17,9.1,0
white,8.0,0.36,11.0,8.0,70.0,0.99354,0.3,0.034,0.41,3.05,12.2,1
white,6.4,0.25,20.2,35.0,157.0,0.99976,0.24,0.083,0.5,3.17,9.1,0
white,6.9,0.42,6.2,41.0,176.0,0.99552,0.4,0.066,0.54,3.12,9.4,0
white,6.9,0.43,6.2,42.0,178.0,0.99552,0.4,0.065,0.53,3.11,9.4,0
white,7.1,0.31,6.85,32.0,211.0,0.99587,0.2,0.053,0.59,3.31,10.4,1
white,6.6,0.51,8.0,61.0,189.0,0.99604,0.25,0.047,0.49,3.22,9.2,0
white,6.8,0.44,8.2,52.0,183.0,0.99584,0.26,0.046,0.51,3.2,9.4,0
white,6.5,0.3,2.2,39.0,107.0,0.98894,0.37,0.033,0.53,3.22,13.5,1
white,6.8,0.53,10.1,37.0,151.0,0.9963,0.35,0.053,0.4,3.07,9.4,0
white,6.4,0.32,7.2,15.0,83.0,0.993,0.22,0.028,0.55,3.13,10.9,2
white,6.5,0.3,2.2,39.0,107.0,0.98894,0.37,0.033,0.53,3.22,13.5,1
white,6.8,0.53,10.1,37.0,151.0,0.9963,0.35,0.053,0.4,3.07,9.4,0
white,6.9,0.32,1.6,34.0,114.0,0.99068,0.31,0.036,0.45,3.19,11.4,1
white,6.7,0.37,1.3,45.0,125.0,0.98964,0.16,0.036,0.51,3.19,12.4,1
white,6.6,0.51,8.0,61.0,189.0,0.99604,0.25,0.047,0.49,3.22,9.2,0
white,6.8,0.44,8.2,52.0,183.0,0.99584,0.26,0.046,0.51,3.2,9.4,0
white,5.6,0.31,5.3,8.0,79.0,0.9923,0.15,0.038,0.39,3.3,10.5,1
white,5.5,0.32,14.0,16.0,99.0,0.99437,0.15,0.031,0.38,3.26,11.5,2
white,6.4,0.32,7.2,15.0,83.0,0.993,0.22,0.028,0.55,3.13,10.9,2
white,7.3,0.26,1.6,36.0,123.0,0.99238,0.2,0.04,0.44,3.34,10.8,1
white,7.0,0.48,6.1,60.0,184.0,0.99566,0.27,0.042,0.5,3.2,9.4,1
white,5.8,0.31,2.7,25.0,153.0,0.99067,0.32,0.049,0.73,3.44,12.2,1
white,7.8,0.31,3.6,22.0,100.0,0.99066,0.26,0.025,0.47,2.99,12.1,1
white,7.4,0.32,1.7,23.0,128.0,0.9929,0.3,0.03,0.66,3.17,10.9,0
white,6.7,0.34,1.6,27.0,109.0,0.9934,0.16,0.026,0.58,3.34,10.1,1
white,5.8,0.31,2.7,25.0,153.0,0.99067,0.32,0.049,0.73,3.44,12.2,1
white,6.7,0.39,1.0,14.0,71.0,0.98912,0.19,0.032,0.38,3.31,13.0,1
white,6.6,0.24,0.9,15.0,72.0,0.99066,0.36,0.038,0.39,3.23,11.0,0
