fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label,type
7.4,0.26,15.6,67.0,210.0,0.99907,0.33,0.049,0.68,3.06,9.5,0,white
7.8982640089019585,0.30994213363006523,7.35043399777451,37.00289331849674,154.01157327398695,0.9938078119599412,0.2898842672601305,0.03404339977745106,0.31020253229477157,3.0610705278437926,10.796528017803917,0,white
6.949143141490306,0.33715557767146825,1.6775873647756236,18.387936823878118,101.0,0.992978032583277,0.3091364257916893,0.04665524188653741,0.4216381047163435,3.1726730506265928,10.306031588060941,0,white
6.8,0.32,7.6,35.0,143.0,0.9959,0.31,0.052,0.38,3.14,9.0,0,white
6.5,0.36,16.3,43.0,133.0,0.99924,0.23,0.038,0.41,3.26,8.8,0,white
6.402187335710617,0.35794319974065997,7.7713353318205165,53.63238666234433,207.81619333117217,0.9957475710003242,0.25,0.045551420006483496,0.44345739980549503,3.1608096665586083,9.118380666882782,0,white
6.808901958343384,0.33455490208283084,9.690058812545228,28.45549020828308,151.08901958343384,0.9968,0.41,0.045732941249698476,0.5154450979171692,3.209109804165662,9.263352937515076,0,white
6.450262346806926,0.27145605537977324,1.396359861550567,15.71403586018388,73.0,0.9924433318656506,0.1989079584651701,0.036,0.4328421516110328,3.4385789241944837,10.768743628700328,0,white
6.2,0.12,4.8,6.0,97.0,0.99424,0.32,0.054,0.5,3.16,9.3,0,white
7.16492586431672,0.34930469100867334,1.7397095289587914,15.457972774403453,134.6869591616052,0.9934786372147831,0.3243912251518446,0.05124350993926215,0.3891594554880691,3.1074783664642074,9.477101361279827,0,white
6.784682578493107,0.31115426611558195,1.588457338844181,17.884573388441808,101.0,0.9921866245536943,0.38229761322603395,0.04292341289246554,0.4296225239648926,3.131154266115582,10.384573388441808,0,white
6.6,0.3780960042247638,8.00475998943809,56.02855993662854,187.00951997887617,0.9957681912040136,0.23990480021123817,0.042019039957752365,0.46028559936628544,3.2095240010561907,9.202855993662853,0,white
9.519027523034975,0.4168583486179016,2.593953516892314,34.81268501535665,167.3746299692867,0.995262833027642,0.39504440368559574,0.0367492599385734,0.38625370030713296,2.984985198771468,9.368583486179014,0,white
5.703553911203934,0.06964460887960663,0.9270483237697428,7.153011174868382,50.42349441256581,0.9905293977650264,0.5366535336753253,0.030729516762302574,0.4338795530052647,3.2966929326493495,11.08469888251316,0,white
9.15435253923593,0.40478417974531034,1.3,13.695683594906207,186.3043164050938,0.9949608632810187,0.32304316405093797,0.045239208987265515,0.48152158202546896,3.093694238229221,9.58478417974531,0,white
7.4,0.3358572908522357,17.335889342259403,42.0,186.67678386434704,0.9999091054779123,0.3968663396696772,0.07913045518960615,0.615758789826029,3.210205014904205,9.132321613565294,0,white
7.444457900407816,0.30925701659869737,1.2,27.0,80.74056132789579,0.9920829234921371,0.2170401767618237,0.030185140331973948,0.6170522871288578,3.101839292952705,10.388915800815631,0,white
7.7146545401425675,0.34284484866191445,13.984484866191442,66.28448486619145,183.85775756690427,0.9996831890861283,0.24431030267617115,0.04414224243309572,0.7514224243309572,3.2242672729928716,8.97112121654786,0,white
6.1157082953624275,0.31818273212838144,7.741274124139887,47.16529756480347,126.17351217598267,0.9931576596952211,0.214958926944104,0.0364958926944104,0.39661190259213874,3.191570829536243,10.831416590724855,0,white
6.8751394235815475,0.290442227656617,1.0375697117907736,15.0,72.45856570596925,0.9920998963167434,0.259115544686766,0.03708286858806151,0.39,3.3354701123729265,10.495577723433831,0,white
6.259845366195636,0.24415704385000248,1.2119690732391273,26.880309267608727,151.4929209765217,0.9935546972590587,0.3830951903282569,0.05609137463847806,0.44239381464782546,3.1561261170891295,9.44929209765217,0,white
6.176317570133768,0.0757238177600326,1.3809206074665579,22.19079392533442,107.80920607466558,0.9934572381776003,0.31947297194649277,0.06461173971730834,0.5066444252265906,3.241447635520065,9.352635140267536,0,white
7.472952121847703,0.33153014145651355,8.74945919467338,39.364760609238516,125.78825353641284,0.9961256879215648,0.15329211099458778,0.05712983133749528,0.39,3.2078825353641283,9.663523939076148,0,white
7.318109120057156,0.4859054560028578,1.140945439971422,35.27296959980948,156.54593919961897,0.9917955393599334,0.24044606400666818,0.045002665597904286,0.536351520009526,3.1627563519771376,11.272703040019053,0,white
6.543617705113662,0.5085904426278416,7.788566394176234,61.0,188.57713278835246,0.9958652148858523,0.25986690160510906,0.04714095573721584,0.48436177051136625,3.215771327883525,9.256382294886336,0,white
7.2,0.22,1.6,17.0,101.0,0.99471,0.2,0.044,0.53,3.37,10.0,0,white
9.164727659721569,0.2708818085069608,1.1911819149303924,17.088180850696077,72.91181914930392,0.992144090425348,0.32765468090254934,0.02529455319443139,0.38647276597215696,3.070300106423432,10.76472765972157,0,white
7.678339859506632,0.33735571663282504,1.889169929753316,21.83122552685013,138.55415035123343,0.9922587353161101,0.2515612763425065,0.116294087581976,0.5504782693178382,3.0666245105370025,10.595217306821619,0,white
7.807877849498141,0.19128231914379185,0.9584244301003718,24.683151139799257,78.31684886020075,0.991882817968134,0.3130765212843123,0.035168488602007435,0.38,3.0913916352642383,10.561356937658736,0,white
6.979432322974398,0.4120567677025601,3.5985850534969694,54.0,200.7588646459488,0.9926935484060161,0.3607091716759039,0.0410354585837952,0.49517729291897594,3.06617030310768,10.941842827302718,0,white
7.296649309000086,0.3532539054749806,1.7674609452501941,32.03350690999914,100.74162327250022,0.9931206701381999,0.22258376727499785,0.04939240436749633,0.5112434908750324,3.321816843550082,10.831571199500475,0,white
6.010658354882804,0.24186521210449072,12.121316709765608,55.0,163.92006233837895,0.9969589653337012,0.21266458872070104,0.04986677056396495,0.3953291774414021,3.3314733160937564,9.421316709765609,0,white
8.900612985913048,0.27598774028173906,1.160081731455073,17.39918268544927,73.39918268544926,0.9920800408657275,0.3270265627228988,0.028594687455420244,0.42393052826318783,3.0660286060092754,10.780040865727537,0,white
7.3,0.3183592153608209,1.434555656859644,31.34555656859644,143.5637043790643,0.9927614854924742,0.3112740875812859,0.036909260947660734,0.5238222627438576,3.1934555656859644,10.778185218953215,0,white
7.7,0.42,14.3,45.0,213.0,0.9991,0.3,0.045,0.63,3.18,9.2,0,white
6.183231862293175,0.22615858529214064,7.516768137706825,49.11890266041882,170.35670798125648,0.9956061585852921,0.36286584037487074,0.032783539906282314,0.47762194679162356,3.2164329201874353,9.440548669790589,0,white
7.190929549812623,0.44304598818967733,10.484882583021038,36.48488258302104,131.96976516604207,0.9973673013697376,0.25575587084894813,0.04957558708489481,0.421209393358317,3.036360567528107,9.21209393358317,0,white
6.599882660847667,0.5100039113050777,7.999335078136783,61.00078226101555,188.9988266084767,0.9960395189094755,0.2500352017456997,0.047,0.4899804434746113,3.2199843547796894,9.200156452203109,0,white
6.089873129956272,0.29936678645408654,1.410126870043727,39.94936564978136,128.94936564978136,0.9919537981446027,0.2275951525327953,0.039911418303935436,0.58443022147595,3.439366786454087,10.859492519825093,0,white
7.22238858803452,0.22320855897411002,1.41119429401726,17.2238858803452,117.0,0.9930417967507729,0.33798573504315,0.0585672011624164,0.370149729231068,3.166716576410356,10.42163994187918,0,white
6.856187850372463,0.3047937383209179,6.9876242992550734,36.280939251862314,124.7603130839541,0.9944654622430602,0.2352062616790821,0.03660313083954106,0.39,3.247937383209179,9.971906074813768,0,white
5.5,0.33,1.0,23.0,131.0,0.99164,0.12,0.038,0.45,3.25,9.8,0,white
5.343187710733862,0.2511013468449902,1.6713030308641597,20.0,77.45217171810694,0.9901230429295267,0.24397104375857423,0.04308117844307325,0.5973914140946534,3.330550673422495,11.490434343621386,0,white
6.1,0.42,15.1,28.0,124.0,0.99684,0.17,0.033,0.47,2.87,9.5,0,white
8.00144043042999,0.4100886418726148,1.1002216046815372,34.99889197659231,149.99667592977696,0.991683457033032,0.23008864187261482,0.04799335185955389,0.4699889197659231,3.0900221604681537,11.19844876722924,0,white
8.963171210267518,0.3147315158929931,1.5368287897324828,9.209727383948966,175.36828789732482,0.9949158560513376,0.39685408924076554,0.05220972738394897,0.45736575794649653,3.121048636919745,9.7,0,white
7.1,0.19053995781572772,0.9978401687370891,26.526997890786387,85.01079915631455,0.993544060464027,0.44839093039595074,0.0418596109679108,0.37440604640269953,3.155053995781573,9.001079915631456,0,white
6.311589888113294,0.3276820223773412,2.0380386241274557,10.355126398583824,205.28974720283236,0.9940768202237734,0.3094205055943353,0.04359435391603471,0.5352154496509823,3.3313075839150295,10.18261516783006,0,white
7.078263097890495,0.29295055726644764,1.3708082492466054,17.0,120.65838350150679,0.9937953439228151,0.2982919175075339,0.03673293198794569,0.4163667222513797,3.128291917507534,9.387889074171266,0,white
7.675779696425621,0.5509356357107447,11.148440607148759,41.24220303574379,150.91926565475208,0.9976369166225992,0.3383853130950414,0.03867706261900827,0.48677062619008277,3.0632293738099174,8.745321821446277,0,white
6.22453357121798,0.4458535355352833,8.316931073429187,36.13199643173029,200.3773321439101,0.9952988805709232,0.24358674992629312,0.045981342848719214,0.5022667856089902,3.1524533571217983,9.664132500737068,0,white
7.28920770899466,0.24784154179893197,8.275546037037381,22.892077089946596,157.2301927248665,0.9962197194843919,0.35784154179893196,0.07645353312170886,0.5130942182540051,3.0813661671957275,9.723019272486649,0,white
7.7,0.61,11.8,66.0,188.0,0.99794,0.32,0.041,0.54,3.0,9.3,0,white
6.748600072175399,0.5488633489713364,11.99423320101177,65.82866690725133,230.256999639123,0.9972214166365936,0.2891433345362566,0.04265733381450265,0.6085833634064161,3.02513999278246,9.265733381450266,0,white
7.1,0.19,7.8,48.0,184.0,0.99579,0.28,0.04,0.5,3.16,9.4,0,white
6.620523862489902,0.37517904550040393,9.43292430740508,68.96419089991922,174.72314317493942,0.995469588812954,0.3058952275020196,0.048723143174939414,0.49758952275020196,3.1448209544995964,9.64820954499596,0,white
6.837333364797078,0.32135757690171196,1.6,10.033939422542797,124.0,0.9947321211549144,0.359660605774572,0.038966060577457204,0.6635515097168684,3.29830302887286,9.647515191559917,0,white
7.27927976262988,0.38512274225033655,1.0524386288748317,18.719476598734857,56.0,0.9911609819380026,0.3237806855625841,0.036,0.3562193144374159,3.080608846412113,10.919509030998654,0,white
6.702057806534505,0.0802057806534505,1.4,56.97942193465495,144.51028903267252,0.9922,0.33938265803964845,0.0439176877386198,0.42082312261380206,3.1802057806534503,10.0,0,white
7.594898743472515,0.4050294794386134,1.3879005385117793,26.120994614882207,141.41399640992148,0.9935882799281984,0.30344014360314114,0.11192540388383443,0.6017200718015705,3.095860035900785,10.082799281984293,0,white
7.194719960658922,0.3568319763953537,15.431680236046462,59.262932808785635,201.94719960658924,0.9991484908292765,0.2963146640439282,0.037894399213178456,0.6447413438242873,3.2242240314728616,9.126293280878564,0,white
6.4,0.35049993238033383,7.748055818520924,47.0,181.50277740211297,0.9955508332206339,0.21994445195774068,0.049475003380983304,0.474916677936611,3.180333288253556,9.24916677936611,0,white
6.4,0.45,8.3,52.0,196.0,0.9955,0.27,0.05,0.48,3.18,9.5,0,white
7.437896612825121,0.3629682709739903,1.6006844919237682,50.0,184.32420677434976,0.992432420677435,0.4070317290260097,0.05100684491923768,0.4299315508076232,3.08296827097399,10.637212120901353,0,white
7.128855366944755,0.31653735596662935,16.148060339499438,31.05771073388951,169.76915706444194,0.9965646551852013,0.25826867798331465,0.04532734687945875,0.3740397513722658,3.161920497255468,11.084578532220977,0,white
6.2,0.23,3.3,34.0,113.0,0.99429,0.31,0.052,0.48,3.16,8.4,0,white
6.546121095254649,0.4169181642881973,17.249680678732826,60.38363285763946,222.46121095254648,0.999359957423831,0.42310312379628107,0.07777365214062243,0.5684697261863378,3.163857616660873,9.023060547627324,0,white
6.0,0.15,1.3870029723904482,35.0,126.49337296520598,0.9935510346213692,0.26623343241301495,0.054870029723904486,0.4537665675869851,3.10493372965206,8.8,0,white
7.762350954071466,0.3883134605428621,7.57529809185707,42.188245229642675,168.6039182567858,0.9960465502449892,0.31960817432142247,0.047772572202499565,0.46564735688928016,3.1462350954071465,10.045485559500085,0,white
6.1,0.58,15.0,42.0,115.0,0.9978,0.36,0.044,0.51,3.15,9.0,0,white
8.42683835105652,0.3541748546087921,6.93618264627355,31.4552694149058,144.54473058509421,0.9953029006843745,0.32059640780125603,0.03938766507081641,0.4838766507081641,3.0487275487578502,10.63658082447174,0,white
6.994411437588764,0.41013284763267727,1.7095739913915537,11.452130043042231,112.72606502152112,0.9928666973130547,0.24369674892394422,0.048109024677183254,0.6560375558107013,3.2589097532281674,11.04388452797745,0,white
6.6,0.56,15.4,32.0,141.0,0.9981,0.26,0.053,0.49,3.11,9.3,0,white
6.2,0.54,7.0,58.0,176.0,0.99454,0.25,0.046,0.7,3.19,10.4,0,white
7.447637891286146,0.3661889686971083,1.272217825366566,5.269816144951806,55.0,0.9895047875321491,0.283650919275241,0.021841470840385555,0.37079264579807225,3.068727018118976,12.669816144951806,0,white
7.6990042606805105,0.3996870533567317,1.1002844969484258,9.0,60.00284496948426,0.9915035562118554,0.25997155030515745,0.04200568993896852,0.49995732545773613,2.8906970175236433,10.599288757628935,0,white
7.432687176510631,0.3140441058383061,5.364538528510807,8.365641174468461,38.03876940936215,0.9919627672229447,0.24576204711488311,0.026961230590637847,0.46770051758299075,2.8619117883233876,11.194184588595677,0,white
7.264021814109858,0.2532010907054929,14.41019087346126,67.33994546472536,210.0,0.998427503071669,0.3673940011197889,0.05137961825307748,0.6188098163494363,3.0566005453527465,9.5,0,white
6.823030884603222,0.27642979964935455,1.5825342237806463,37.53167779725808,176.70633555945162,0.9927719350580174,0.43364724545742017,0.050349315524387074,0.5523801335670969,3.2271404007012907,10.276969115396778,0,white
6.6691386492858875,0.29087759753009984,5.539183983533999,15.801813369924446,133.29954665751887,0.9944578983777709,0.3100453342481112,0.043497733287594445,0.5809229317782111,3.0829047980789666,9.579727994511334,0,white
7.7,0.35,15.3,31.0,117.0,0.9998,0.28,0.056,0.5,3.27,9.6,0,white
6.824510293594303,0.18147061761565816,1.4882370569394896,13.049020587188606,136.9509794128114,0.9935049020587189,0.2544118528469745,0.055705876476868366,0.4209804117437721,3.1168628822064046,9.534314411032025,0,white
6.651108332106341,0.3623337501840488,5.6378083468302425,13.255541660531708,163.74445833946828,0.9958130112549693,0.31511083321063416,0.05417210411451952,0.40022166642126833,3.232333750184049,8.876662498159513,0,white
6.614062856433566,0.5419042500930944,1.0668946426354893,14.866210714729021,120.26757857054196,0.9926274417849607,0.27260739291477276,0.05638768929768358,0.40732421429458043,3.078730499937937,9.607031428216782,0,white
6.408959306582977,0.2991040693417023,1.2,30.955203467085116,183.9552034670851,0.992095809872226,0.27213875912226976,0.04816907937931209,0.4086561040125535,3.1964162773668092,10.48309206206879,0,white
6.843099978915243,0.31845001054237854,2.5518004638646548,25.13800042169514,189.0,0.9943426302677765,0.2943099978915243,0.05356900021084757,0.5627600084339028,3.363970027410184,10.184500105423785,0,white
6.660858116981155,0.29703390792453166,3.4256885773584966,34.418961924528325,114.25688577358497,0.9936657467324528,0.28067266528301743,0.040269066113206964,0.4925688577358497,3.1641896192452834,9.447404811320807,0,white
6.311946623507201,0.3423893247014401,1.3,27.559733117536002,184.679199352608,0.9923521467853552,0.28880533764927996,0.053440266882464,0.4411946623507201,3.30559733117536,10.491813182275202,0,white
7.99971028449022,0.360028971550978,1.1889210795010867,16.221578409978267,74.6676323850326,0.9920664735229935,0.18221578409978267,0.03756263749023907,0.5989790226030426,3.156734266952282,10.755684318004347,0,white
6.12420862961282,0.164771381888148,1.5003517201720802,38.7508793004302,127.7508793004302,0.9926242086296128,0.33263189506453,0.055754396502151,0.494947241974188,3.19017586008604,9.87579137038718,0,white
7.141756056767458,0.2259341478712203,1.459341478712203,42.20878028383729,176.19780492904067,0.9927136243525099,0.3736268379369151,0.044791219716162706,0.48175854219447445,3.167692690065695,10.031869953353134,0,white
6.994384009982091,0.33365039351164116,8.008423985026864,49.97192004991045,173.48596002495523,0.9959176675952585,0.2745788007486568,0.04137364022459704,0.4942980012477613,3.165140399750448,9.397192004991046,0,white
6.324908418573328,0.37747252557199845,1.775091581426672,5.750915814266718,60.75091581426672,0.9903974357200532,0.24498168371466564,0.06786445948852578,0.3898168371466565,3.2476923209960105,11.676923209960107,0,white
6.538211290403376,0.36636468894297775,1.1054587557719109,35.78164976912357,85.47270622114044,0.9909160393664673,0.19472706221140446,0.035527293778859555,0.4621835023087643,3.3207201151877515,11.067247465368535,0,white
5.960911675865192,0.39550426517756576,0.9977208103370215,9.390883241348087,64.80455837932595,0.9898989630351278,0.3627037053438128,0.034368091344718306,0.3832250755145873,3.2497720810337025,11.787293406921531,0,white
8.459366913240855,0.2835092421495779,4.359630314016884,18.891820702492964,101.10817929750704,0.9919341423289088,0.47364117376176135,0.02859630314016884,0.39839048057619597,3.019736136775633,12.270184842991558,0,white
7.180911291083974,0.2994187098601539,2.473448384964872,23.16182258216795,111.16182258216794,0.9939124508051572,0.20029064506992306,0.0343236451643359,0.6594187098601538,3.316017257744731,10.167635483566409,0,white
6.279728809372264,0.3141220357824812,1.8496610117153298,18.4966101171533,180.6013559531387,0.9950045593152299,0.3979050832802924,0.05159457618744528,0.554966101171533,3.5559457618744528,10.120271190627737,0,white
6.502489495106935,0.35204978990213864,4.739088241101751,9.819915960855475,147.3850630293584,0.9939446976922145,0.3479502100978613,0.03359004201957226,0.5040995798042773,3.149502100978613,9.8,0,white
6.78845894605173,0.08884589460517298,1.4,56.1154105394827,144.94229473025865,0.9922,0.31346231618448106,0.040461642157930806,0.45538357842069194,3.1888458946051728,10.0,0,white
7.0756016266587505,0.31878008133293756,9.673195120023747,63.97560162665875,162.0,0.996278074794692,0.12097593493364996,0.05424398373341249,0.410487967466825,3.4063435770687245,9.387800813329376,0,white
7.3332961309351266,0.3066735756834764,1.4,24.0,128.66656037410036,0.9928798788264744,0.1866592261870254,0.04466576317985308,0.6133439625899637,3.073316857985556,10.100047831654837,0,white
6.21732243079323,0.4650198011469465,11.610826519245768,62.12991823094922,210.0,0.9968082281546268,0.254114077313392,0.04817322430793229,0.5,3.1869685746111847,9.5,0,white
7.415013128723866,0.27719321660396,4.599216630605067,25.715404813421333,145.71540481342134,0.9939498041576512,0.29569190373157334,0.04943472647381733,0.42415142238944,3.1585770240671067,10.1573107220132,0,white
6.745976187150976,0.22980873137797525,5.625099220204264,34.0,104.0,0.9941060483915278,0.19440635009307292,0.05408047625698047,0.4281992062383659,3.2783904748603905,9.7061349394778,0,white
6.770698619042489,0.33758660529077733,1.3620669735461135,23.620669735461135,183.18966513226943,0.9924629474682446,0.2794832566134716,0.0431379907936166,0.45431004603191705,3.2520669735461136,10.434468814822795,0,white
7.595127769373369,0.46958238023200305,1.598607934106677,5.006960329466615,55.0,0.9943607437418083,0.2601392065893323,0.067638062867736,0.44965198352666924,3.100417619767997,9.626449251973138,0,white
6.013267972538895,0.16326797253889447,1.4601960823833164,34.86732027461105,128.0,0.9934009804119166,0.2607124192227739,0.05361176494299899,0.44867320274611056,3.1359215670466734,8.972483643005628,0,white
6.8,0.24,6.6,35.0,116.0,0.9953,0.3,0.123,0.48,3.07,9.4,0,white
7.683122970982773,0.3610830627977031,1.7108306279770311,23.168770290172265,138.0,0.9936540593867504,0.28952157730631645,0.08230232005200977,0.4621661255954062,3.151209280208039,10.104784226936836,0,white
6.6,0.49,7.7,52.522820994020684,218.43153701793796,0.9961908716023917,0.3178423149103103,0.04947717900597932,0.42385895029896575,3.1409128397608277,9.061410497010343,0,white
7.295780524653594,0.2729595934625582,1.2154912786704017,9.0,61.15491278670402,0.9929436409833801,0.24845087213295983,0.04430982557340803,0.48267630819943974,3.172953632742484,10.311271803323995,0,white
7.538433786168488,0.523024193720127,12.561385823926683,54.30783106915756,170.9234932074727,0.9976890906201509,0.24231324276630245,0.039156621383151215,0.5515481748410292,3.0338614176073317,9.107831069157562,0,white
6.986558343004691,0.5362363360413136,10.764519953577482,59.0,234.18818319793434,0.9966349483081879,0.29362924738873336,0.04578493348807506,0.6089246674403753,3.054838996518311,9.486558343004692,0,white
7.271105957643683,0.6752640383982783,10.211557616942526,57.97110595764368,159.9711059576437,0.9976699501959495,0.30682165534080513,0.041115576169425266,0.45260046381206853,3.0608668212706895,8.61733642541379,0,white
7.262816990064805,0.6531408495032403,10.52563398012961,76.31408495032403,192.62816990064806,0.9976,0.4442957524837987,0.05031408495032403,0.432563398012961,3.1254506554643573,8.7,0,white
8.7,0.35,0.6,11.0,71.0,0.9926,0.24,0.042,0.38,3.08,10.6,0,white
6.635627139550248,0.29414250855820095,1.8857491441799004,5.828501711640199,47.8285017116402,0.9917405309927513,0.188285017116402,0.0383429965767196,0.5659902396296279,3.036859931534392,10.18285017116402,0,white
6.8,0.19,3.5,30.0,130.0,0.993,0.31,0.086,0.44,2.83,9.6,0,white
6.7348715212723285,0.38843829061992535,7.559627213735792,50.458740512560894,206.4862468375203,0.9957312866461305,0.26541259487439106,0.05211002529983761,0.4470629743719552,3.1508251897487822,9.30275063249594,0,white
6.6,0.4547558662727785,6.2037458098051586,42.093645245128954,240.98127095097422,0.9968056187147077,0.39887625705845253,0.05648695527467057,0.597752514116905,3.498501676077937,9.886889665681947,0,white
6.852770536223909,0.3052770536223909,1.6707123372917028,20.823219156770744,181.6464383135415,0.9946237465902604,0.39060685059375544,0.05153034252968777,0.512374659026048,3.378311306591168,9.711873295130241,0,white
7.3,0.29,7.5,38.0,158.0,0.9965,0.25,0.049,0.38,3.43,9.6,0,white
6.550482472493048,0.33495175275069516,1.4,24.495175275069517,183.49517527506953,0.9921549517527507,0.26504824724930487,0.04100964944986097,0.46,3.29,10.7,0,white
6.315144322236817,0.2784855677763183,1.3383814407456058,25.744123728362627,138.25587627163736,0.9953390062029299,0.3338381440745606,0.07129783310247906,0.6387206186418132,3.6855608303596674,9.538381440745606,0,white
7.840561731732792,0.434477471972873,11.316770042536447,18.797191341336042,135.9929783533401,0.9977345394974947,0.2859438268267208,0.05339859567066802,0.6082527792797563,3.135943826826721,9.279016969467614,0,white
6.693092726095199,0.2416326283774985,2.706279339913456,21.974882640346177,80.0,0.9908389953056139,0.3877394376311559,0.017050234719307646,0.37125586798269117,3.034521124737688,11.506279339913455,0,white
6.885469555266349,0.3286611630690051,16.134200228873958,32.0,133.8546955526635,0.9990398919958413,0.23848985175544987,0.046569797035108995,0.4572081185956401,3.232963192717915,8.99942896228815,0,white
4.949239889665887,0.15391815674224704,1.0592982119093037,3.8643273730310117,11.49239889665887,0.9920855435495656,0.5875905915942654,0.014899416777565833,0.3532163686515506,3.2887952957971325,13.133683907183732,0,white
6.70027638814339,0.2650046064690565,12.499355094332088,57.0,205.0,0.997494995393531,0.3525391549869803,0.04675069097035848,0.420009212938113,3.1875161226416977,9.524930902964153,0,white
6.370714423447938,0.1631099261325375,5.84483520721475,20.637911981963125,88.08626405411063,0.9939648573081374,0.3129285576552063,0.053603848378774376,0.611384645050325,3.2018955990981564,10.018955990981562,0,white
6.6,0.24,16.05,31.0,147.0,0.99822,0.33,0.045,0.52,3.08,9.2,0,white
6.1,0.21,5.0,17.0,133.0,0.99373,0.34,0.042,0.53,3.02,9.4,0,white
6.2158908249361335,0.13390689899233604,2.2867414647317608,11.0,76.11589082493613,0.9930184012088136,0.5849341927583026,0.0493046550503832,0.4892712659948907,3.395662926763412,10.318876422544706,0,white
5.98987037281689,0.28,5.468746937229933,40.0,198.40086418122073,0.995935669740446,0.2489438282206522,0.04730820972159699,0.6700432090610368,3.5462506125540134,9.91012962718311,0,white
7.272613317571698,0.27095467297132086,3.012439834502827,6.863066587858489,134.58919976357546,0.9939782450906041,0.47302797872179203,0.083837996453632,0.5117839952715093,3.0305400118212265,9.128640189139627,0,white
6.981794207770354,0.2927176831081416,1.1662269165058154,6.506596252412769,131.83113458252907,0.9911646438159267,0.2796833731056669,0.04246701873793615,0.4312928790299431,3.127915570680525,11.132453833011631,0,white
5.845794095282627,0.24065420136118038,13.548596517248548,41.196260408354114,137.06542013611804,0.9973897183947423,0.24803739591645885,0.04439252081670823,0.41672899319409806,3.3373831945552785,9.454205904717373,0,white
7.582221706948138,0.3109628942597517,3.072000927493352,9.545185528701241,101.54518552870124,0.9934548144712988,0.29903710574024833,0.03773184601207889,0.7699408163142731,3.0272888682779255,11.372592764350621,0,white
6.4,0.33256269225125,7.81781175235625,47.0,181.4031260680625,0.9955209378204187,0.22193747863875,0.0503718653874375,0.477906217958125,3.1683751281675003,9.27906217958125,0,white
7.389758590242358,0.3693109911890147,1.5620107929886735,18.068900881098525,75.13780176219706,0.9934787344492666,0.18722522027463157,0.05820857709143832,0.8524396475605895,3.5200187444814275,10.713780176219705,0,white
6.840011038096273,0.29400110380962735,5.973350503705314,43.0,163.19996320634576,0.9948999816031728,0.23,0.04113324748147343,0.6426612702640442,3.2086638458198413,9.900018396827122,0,white
6.2053474742233,0.29053474742233,1.46946525257767,15.7786101031068,142.2213898968932,0.9918343528886583,0.326106949484466,0.0493663131444175,0.408855595875728,3.188090929382039,10.425187273199029,0,white
7.524259450565243,0.2975740549434758,1.8369816153956695,9.878702747173788,143.7514810988695,0.9934259744681644,0.24636108241521368,0.036369816153956694,0.6573370791243534,3.057514810988695,9.8,0,white
6.4,0.26,8.2,47.0,182.0,0.99538,0.24,0.054,0.5,3.12,9.5,0,white
6.971648697078101,0.2118629401283453,3.477173662151827,6.0,95.89764471845986,0.9940415760493228,0.26855675352812663,0.052162741197433096,0.5073490352102676,3.167349035210268,9.593961408410705,0,white
5.917052834230791,0.21243686363702155,7.453631844927913,42.0,145.1463160427885,0.9946965373208703,0.2692684197860576,0.04051210614975971,0.4975579251346186,3.172678986632216,9.81463160427885,0,white
6.347619875461556,0.13571403736153342,5.407131681269005,31.69049688653888,195.73809937730778,0.9961283243512421,0.5571438505538662,0.06916652179422783,0.5402371432192115,3.3011891930345896,8.978570186807667,0,white
7.065201293377706,0.6009523362782035,11.939194826489176,54.0347987066223,155.1043961198669,0.9973658972675101,0.4202563621457577,0.04489560388013312,0.4472161034702165,3.114523831860898,8.766117542582357,0,white
6.8,0.27,18.15,41.0,146.0,1.0001,0.21,0.042,0.36,3.3,8.7,0,white
6.642337976342969,0.32552922470428713,14.857662023657031,64.55292247042871,184.72353876478564,0.9987398103416522,0.2572353876478565,0.03459399605778662,0.6487045729300097,3.285118488830708,9.261769382392822,0,white
6.892031885814038,0.31,5.3,32.80976085639471,162.2699202854649,0.9961221116003491,0.3576095657442116,0.1603625508651231,0.4530079714535097,3.2,9.37300797145351,0,white
6.3,0.36715910385947603,11.679261914027732,58.355112017565496,130.2130672105393,0.9952198294094755,0.19928977596486902,0.04627840326323578,0.3542613442107859,3.1758523828055463,10.679261914027732,0,white
7.2,0.6409012907780663,10.521316122959115,74.18025815561327,191.09012907780664,0.9976,0.4418025815561328,0.04727038723341992,0.4412303215178451,3.1357367754081773,8.66967096926022,0,white
6.439084659970309,0.3046361553323436,10.024004462922608,60.46361553323436,150.69542329985154,0.996124530873264,0.2760915340029691,0.17328810297493064,0.40463615533234365,3.127816931994062,9.578169319940619,0,white
6.3356275265439805,0.3642834007078395,2.764210523004783,35.64291498230401,114.71417003539197,0.9925428340070783,0.2657165992921605,0.04264453448681638,0.5035708501769599,3.240720648053441,10.44995951238719,0,white
6.740739818874443,0.2837040724502228,15.803699094372215,52.62959275497772,196.0,0.9982814796377488,0.31148212678788995,0.05196300905627785,0.4940739818874443,3.1737040724502226,9.3,0,white
6.9905374407010425,0.3173247583018541,12.455140094878331,58.27570047439166,173.0,0.9978171143697839,0.26181074881402083,0.05136214976280417,0.4198364739084587,3.3392990332074164,9.881892511859792,0,white
